4.091434,2.641272,4.701068,-6.9280863,7.9692163,8.962862,8.543657,-11.576923
2.4951317,1.6251941,1.0827123,-1.2054355,2.3020835,5.4289584,2.0535135,-2.5567782
-2.22214,4.479211,4.3335114,-0.45613453,-4.262985,-1.3891727,6.3230324,2.0160177
1.5549314,2.6712253,4.614421,-0.26614305,1.1512835,2.5979872,5.5117764,-3.741035
1.0852003,0.86413836,3.7798996,0.8502225,1.4751756,2.274381,2.586818,-1.8712162
1.1019897,1.4422989,4.840471,-6.4894466,7.3984885,8.230279,5.7679806,-6.8012033
1.0866011,2.670505,2.8956676,-1.6302195,1.7497607,3.951366,6.346615,-3.3538659
0.41062972,1.9897267,3.3784206,0.17598592,2.4326053,1.9804173,4.5732975,-2.0504844
4.677381,1.4952692,4.4618,-4.630318,9.148966,10.33502,7.023601,-11.528922
6.2678595,-2.5690465,-0.35816345,2.478165,9.374229,4.8616138,-2.1231456,-8.232526
3.0267074,-0.036943454,3.7443478,-2.1645033,6.744685,1.9964492,6.9283037,-9.100116
3.3775003,1.3471003,4.0921493,-6.259778,8.330684,8.56362,6.7262793,-10.201264
1.2115026,3.5412173,5.5277023,-3.2919285,5.4199157,6.341987,9.350997,-6.9055686
5.9385505,1.4946697,3.6250646,-1.5236517,6.615505,4.6175933,5.0497227,-8.812228
4.598607,-1.5696762,-0.4954351,1.0943501,7.3084526,6.1728477,-1.0814339,-4.980313
4.1101403,0.338145,3.2516372,-0.21743377,8.610108,6.33943,5.265374,-9.5750885
0.6625025,2.4368644,3.0842807,0.23658185,-0.18234734,0.49734193,5.392416,-2.2410533
1.8327949,2.31785,3.0825572,-0.37254784,1.3309165,3.0880258,5.0184727,-4.376642
4.675114,1.1897084,4.153849,-2.7897296,9.301449,9.256161,7.0990143,-11.04358
1.0773059,1.5371902,3.0725217,1.4788657,4.182514,2.308508,3.667951,-2.8046763
3.8588092,2.8025632,5.411043,-2.2670374,5.6083446,5.9945984,5.99714,-7.77056
3.4001873,0.06522245,0.24598312,1.1530313,2.4000673,3.2545922,1.9176238,-4.210529
4.328293,1.916265,5.3155737,-3.9639657,7.808633,9.012264,7.342132,-10.914973
3.048782,2.7772014,3.0742285,-1.6415143,6.4332457,6.2984457,6.1243906,-4.3627057
-2.8993819,2.5417643,2.1986089,-0.12876625,-2.1162062,-4.814202,5.520427,1.4650482
4.598607,-1.5696762,-0.4954351,1.0943501,7.3084526,6.1728477,-1.0814339,-4.980313
4.887636,0.4303005,1.5871838,-1.7119956,7.6301575,6.0575213,4.5865846,-8.005041
0.9713483,4.2956886,4.507923,-1.8272212,0.37622064,1.8059021,8.601517,-3.1106894
0.91049373,1.5854561,2.5173287,1.045315,-0.7054058,0.9863394,2.5823345,1.1774752
1.3270874,3.6627407,1.9545022,-1.301345,-1.261104,2.3209395,4.272064,-0.35857445
2.2267044,3.8033726,4.628751,-4.464705,4.65374,6.3138137,9.651967,-7.3012676
2.543909,1.8356457,4.0327606,-1.5131748,4.308516,4.0533624,6.642971,-7.195313
4.124881,2.8661227,5.349463,-5.166218,8.286836,9.520987,8.800795,-11.45412
3.7049968,1.308073,3.898535,-4.0544825,8.009059,9.3551655,4.3642406,-8.533892
4.7927074,2.9231958,5.5606585,-4.9414964,7.2514915,8.119356,8.654879,-11.774863
5.238871,0.07251916,3.2924232,-2.0057063,8.712761,6.569987,4.554011,-11.278995
4.164053,1.4732866,2.7822342,-0.03898557,7.5961485,5.969094,4.450303,-6.9925704
4.131786,-0.4694705,3.4261901,0.94873446,8.310582,5.5527997,4.0742087,-8.841907
3.924566,-2.133701,2.3449333,0.7638469,8.982691,4.116384,2.1856782,-8.593483
5.253679,0.86506677,3.4765651,-1.5294759,6.5028973,6.497226,5.189187,-9.95234
1.0376157,2.0135467,1.9214531,-0.63461226,1.7140235,3.1229806,4.2540402,-1.6151685
5.1671743,1.2426194,3.9678423,-1.0770468,9.74805,8.218519,4.927099,-10.230094
5.2087164,0.030245882,3.2316515,-0.294709,7.947814,7.0182586,3.4108307,-9.980028
3.255334,-0.707815,1.9537274,1.2501311,8.003966,5.4217014,2.8372478,-6.11867
-0.42759752,1.3559128,3.4183357,-6.6626186,4.073019,4.8968544,6.009792,-3.6038907
4.317051,1.4249368,5.1639996,-3.120967,8.600956,8.587448,6.9814787,-11.330601
1.7928438,1.1003307,4.108236,-4.414341,4.55467,3.527556,7.3927507,-7.8547926
1.9432554,0.6176734,2.704697,0.5607292,5.605567,2.6866953,5.0936723,-4.295812
4.35181,0.5445149,3.4847884,-2.44471,7.0592775,4.7626834,6.882618,-8.674182
4.2056003,1.9338996,2.5820534,-1.2411911,8.494719,7.99657,4.1917286,-7.7067323
3.3213413,1.6168416,4.118902,-2.5339448,5.777012,3.4185383,8.263729,-9.1949835
